museum_id,name,city,state,country,lat,lng,address,website_url,opening_hours,has_full_content,hero_image_url,tags,hightlight
art-gallery-of-new-south-wales-sydney-australia,Art Gallery of New South Wales,Sydney,New South Wales,Australia,-33.868800,151.217400,"Art Gallery Rd, Sydney NSW 2000, Australia",https://www.artgallery.nsw.gov.au/,Mon-Tue 10-5; Wed 10-10; Thu-Sun 10-5,FALSE,https://dpconline.b-cdn.net/images/DPC/News/AGNSW_Logo_Blue_Live_RGB_1600px.jpg,art,TRUE
australian-museum-sydney-australia,Australian Museum,Sydney,New South Wales,Australia,-33.874300,151.213200,"Level 4/1 William St, Darlinghurst NSW 2010, Australia",https://australian.museum/,Mon-Sun 10-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvN76j-iGBWbBbOhymlwuHZFzY5oNrwHRJcg&s,science|history,TRUE
vancouver-art-gallery-vancouver-canada,Vancouver Art Gallery,Vancouver,British Columbia,Canada,49.283000,-123.120500,"750 Hornby St, Vancouver, BC V6Z 2H7, Canada",https://www.vanartgallery.bc.ca/,Mon 10-5; Wed-Thu 10-5; Fri 10-8; Sat-Sun 10-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSedsPkOAjkiz9OuacMnO1yW_LTkKNA0zZP6g&s,art,FALSE
the-palace-museum-beijing-china,The Palace Museum,Beijing,,China,39.916300,116.397200,"4 Jingshan Front St, Dongcheng, Beijing, China, 100009",https://www.dpm.org.cn/Home.html,Tue-Sun 8:30-4,FALSE,https://www.chnmuseum.cn/portals/0/web/zt/gmdc2022/images/detail/2/gglogo.png,art,TRUE
louisiana-museum-of-modern-art-humlebk-denmark,Louisiana Museum of Modern Art,Humlebæk,,Denmark,55.969500,12.542800,"Gl Strandvej 13, 3050 Humlebæk, Denmark",https://louisiana.dk/,Tue-Fri 11-10; Sat-Sun 11-6,FALSE,https://yt3.googleusercontent.com/ytc/AIdro_k484TXur22UbFQNsvePI-EIqfoRMZYxB0-Z09X2lQzlw=s900-c-k-c0x00ffffff-no-rj,art,TRUE
the-grand-egyptian-museum-cairo-egypt,The Grand Egyptian Museum,Cairo,,Egypt,29.993600,31.119700,"Cairo - Alexandria Desert Rd, Kafr Nassar, Al Haram, Giza Governorate 3513204, Egypt",https://gem.eg/,Mon-Sun 9-6,FALSE,https://www.atelier-brueckner.com/_next/image?url=https%3A%2F%2Fdrupal.atelier-brueckner.com%2F%2Fsites%2Fdefault%2Ffiles%2F2023-11%2Fpress%2F01_atb_gem_1920_main_logo.jpg&w=3840&q=75,art,TRUE
louvre-museum-paris-france,Louvre Museum,Paris,,France,48.860600,2.337600,"75001 Paris, France",https://www.louvre.fr/,Mon 9-6; Wed 9-9; Thu 9-6; Fri 9-9; Sat-Sun 9-6,FALSE,https://thumbs.dreamstime.com/b/louvre-icon-vector-isolated-white-background-louvre-transparent-sign-thin-line-design-elements-outline-style-louvre-icon-134168907.jpg,art,TRUE
musee-dorsay-paris-france,Musée d'Orsay,Paris,,France,48.860000,2.326600,"Esplanade Valéry Giscard d'Estaing, 75007 Paris, France",https://www.musee-orsay.fr/fr,Tue-Wed 9:30-6; Thu 9:30-9:45; Fri-Sun 9:30-6,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSew7RZdd74W2ITcT1_cyGFT5eOFwgeEYC8Ww&s,art,TRUE
musee-de-lorangerie-paris-france,Musée de l'Orangerie,Paris,,France,48.863800,2.322700,"Jardin des Tuileries, 75001 Paris, France",https://www.musee-orangerie.fr/fr,Mon 9-6; Wed-Sun 9-6,FALSE,https://upload.wikimedia.org/wikipedia/fr/0/04/Mus%C3%A9edel%27orangerielogo.jpg,art,TRUE
the-centre-pompidou-paris-france,The Centre Pompidou,Paris,,France,48.860600,2.352200,"Place Georges-Pompidou, 75004 Paris, France",https://www.centrepompidou.fr/fr/,Temporarily closed,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3P6o7ZLb2uATl_HZD91iRGt4y33oLDtqkLQ&s,art,TRUE
uffizi-galleries-florence-italy,Uffizi Galleries,Florence,,Italy,43.767800,11.255300,"Piazzale degli Uffizi, 6, 50122 Firenze FI, Italy",https://www.uffizi.it/gli-uffizi,Tue-Sun 8:15-6:30,FALSE,https://www.datocms-assets.com/103094/1689168747-1506500344255058-gallerie-uffizi-costruzione-logo.jpg?auto=format%2Ccompress,art,TRUE
the-national-art-center-tokyo-japan,"The National Art Center, Tokyo",Tokyo,,Japan,35.665300,139.726400,"7 Chome-22-2 Roppongi, Minato City, Tokyo 106-8558, Japan",https://www.nact.jp/,Mon 10-6; Wed-Sun 10-6,FALSE,https://lh3.googleusercontent.com/ci/AL18g_R40Uslv0hn-Z4i2lMoxG37WkVqIeD-sbXllTvJJk8O3O0abfREU7tpwJpMw6sBugsz3Ep0,art,TRUE
rijksmuseum-amsterdam-netherlands,Rijksmuseum,Amsterdam,,Netherlands,52.360000,4.885200,"Museumstraat 1, 1071 XX Amsterdam, Netherlands",https://www.rijksmuseum.nl/nl,Mon-Sun 9-5,FALSE,https://pdr-assets.b-cdn.net/sources/rijksmuseum.jpg?height=1200,art,TRUE
van-gogh-museum-amsterdam-netherlands,Van Gogh Museum Amsterdam,Amsterdam,,Netherlands,52.358100,4.881200,"Museumplein 6, 1071 DJ Amsterdam, Netherlands",https://www.vangoghmuseum.nl/nl,Mon-Sun 9-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKyYExu7wPj1gIL7epg9PGECTd_4CW6tGWdg&s,art,TRUE
mauritshuis-the-hague-netherlands,Mauritshuis,The Hague,,Netherlands,52.080400,4.314300,"Plein 29, 2511 CS Den Haag, Netherlands",https://www.mauritshuis.nl/,Mon 1-6; Tue-Sun 10-6,FALSE,https://mir-s3-cdn-cf.behance.net/projects/404/2464be55091813.Y3JvcCwxNjM4LDEyODEsMCwxNzg.png,art,TRUE
auckland-art-gallery-auckland-new-zealand,Auckland Art Gallery,Auckland,,New Zealand,-36.851400,174.766200,"Wellesley Street East, Auckland Central, Auckland 1010, New Zealand",https://www.aucklandartgallery.com/,Mon-Sun 10-5,FALSE,https://yt3.googleusercontent.com/ytc/AIdro_k8kPjop5fMFakQi6WOjPjs6dXcz9FrtwnRlyeU10VoaUA=s900-c-k-c0x00ffffff-no-rj,art,TRUE
winter-palace-st-petersburg-russia,Winter Palace,St Petersburg,,Russia,59.940400,30.313800,"Palace Embankment, 32, St Petersburg, Russia, 190000",https://www.hermitagemuseum.org/visitus/winter-palace?lng=ru,Tue-Sun 12-6,FALSE,https://pbs.twimg.com/profile_images/532530014122958849/FAxF27lz.jpeg,art,TRUE
national-gallery-singapore-singapore,National Gallery Singapore,Singapore,,Singapore,1.290200,103.851500,Singapore 178957,https://www.nationalgallery.sg/,Mon-Sun 10-7,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkjPCDU2yp8T3Es1ZtMyV9Utaabnd041Kw6g&s,art,FALSE
picasso-museum-barcelona-spain,Picasso Museum Barcelona,Barcelona,,Spain,41.385300,2.180900,"Carrer de Montcada, 15-23, Ciutat Vella, 08003 Barcelona, Spain",https://museupicassobcn.cat/,Tue-Sun 10-7,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6HC9j9ApNJIB3lKWFO5RHCOqeSC3n0TwKmw&s,art,TRUE
museo-nacional-del-prado-madrid-spain,Museo Nacional del Prado,Madrid,,Spain,40.413800,-3.692100,"Retiro, 28014 Madrid, Spain",https://www.museodelprado.es/,Mon-Sat 10-8; Sun 10-7,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6-DUdxPw0Jz7BaCiq6dm21XaG0XAneVDIQA&s,art,TRUE
the-british-museum-london-uk,The British Museum,London,,United Kingdom,51.519400,-0.127000,"Great Russell St, London WC1B 3DG, United Kingdom",https://www.britishmuseum.org/,Mon-Thu 10-5; Fri 10-8:30; Sat-Sun 10-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpPRn4G2klyV6QfVce1itA1oHlKofyQezwOQ&s,art,TRUE
the-national-gallery-london-uk,"The National Gallery, London",London,,United Kingdom,51.508900,-0.128300,"Trafalgar Square, London WC2N 5DN, United Kingdom",https://www.nationalgallery.org.uk/,Mon-Thu 10-6; Fri 10-9; Sat-Sun 10-6,FALSE,https://yt3.googleusercontent.com/9LsK8ivJOs19WrKG6EWOljnz0ApGAwgxSUS-CK9115PTRrH66VAeg9TBh2k67mqrlhqFfCtDsA=s900-c-k-c0x00ffffff-no-rj,art,TRUE
victoria-and-albert-museum-london-uk,Victoria and Albert Museum,London,,United Kingdom,51.496600,-0.172200,"Cromwell Rd, London SW7 2RL, United Kingdom",https://www.vam.ac.uk/south-kensington,Mon-Thu 10-5:45; Fri 10-10; Sat-Sun 10-5:45,FALSE,https://pentagram-production.b-cdn.net/wp/59363e6d9f9cd/va-013.jpg?crop=0%2C0%2C0%2C0&width=900&height=470,art,TRUE
phoenix-art-museum-phoenix-us,Phoenix Art Museum,Phoenix,Arizona,United States,33.467100,-112.072800,"1625 N Central Ave, Phoenix, AZ 85004",https://phxart.org/,Wed-Fri 10-8; Sat-Sun 10-5,FALSE,"https://res.cloudinary.com/micronetonline/image/upload/c_crop,h_180,w_180,x_0,y_0/v1652996781/tenants/38426491-54c6-45c1-92ca-ed638dd8b525/f1705dc3ca7c44bfac0635be21d259a0/Phoenix-Art-Museum.jpg",art,FALSE
baps-shri-swaminarayan-mandir-chino-hills-us,"BAPS Shri Swaminarayan Mandir, Chino Hills",Chino Hills,California,United States,33.983797,-117.933623,"15100 Fairfield Ranch Rd, Chino Hills, CA 91709",http://www.baps.org/LosAngeles,Mon-Sun 9-7:30,FALSE,https://s3-media0.fl.yelpcdn.com/bphoto/V4LnvhNZxtmuFu7MsHJP0A/348s.jpg,temple,FALSE
the-getty-los-angeles-us,The Getty,Los Angeles,California,United States,34.077300,-118.473300,"1200 Getty Center Dr, Los Angeles, CA 90049",https://www.getty.edu/,Tue-Fri 10-6:30; Sat 10-9; Sun 10-6;30,FALSE,https://d1yjjnpx0p53s8.cloudfront.net/styles/logo-thumbnail/s3/0019/1775/brand.gif?itok=Os3lJAp3,art,TRUE
the-getty-villa-pacific-palisades-us,The Getty Villa,Pacific Palisades,California,United States,34.035259,-118.506157,"17985 Pacific Coast Hwy, Pacific Palisades, CA 90272",https://www.getty.edu/visit/villa,Mon 10-5; Wed-Sun 10-5,FALSE,https://sharemylesson.com/sites/default/files/image/2024-05/Getty%20Logo%20Square%20800x800%20%28002%29.png,art,FALSE
norton-simon-museum-pasadena-us,Norton Simon Museum,Pasadena,California,United States,34.084210,-118.138066,"411 W Colorado Blvd, Pasadena, CA 91105",http://www.nortonsimon.org/,Mon 12-5; Thu 12-5; Fri-Sat 12-7; Sun 12-5,FALSE,https://www.oldpasadena.org/assets/Images/Business/Norton-Simon-Museum-logo-300SQ__FitMaxWzMwMCwzMDBd.jpg,art,FALSE
san-francisco-museum-of-modern-art-san-francisco-us,San Francisco Museum of Modern Art,San Francisco,California,United States,37.785700,-122.401100,"151 3rd St, San Francisco, CA 94103",https://www.sfmoma.org/,Mon-Tue 10-5; Thu 12-8; Fri-Sun 10-5,FALSE,https://graphis-assets.s3.amazonaws.com/uploads/cfe/entry/f4defea4-4b2c-11e2-a2c9-f23c91dffdec/logo_design_389.jpg,art,FALSE
denver-art-museum-denver-us,Denver Art Museum,Denver,Colorado,United States,39.737200,-104.989300,"100 W 14th Ave Pkwy, Denver, CO 80204",https://www.denverartmuseum.org/en,Mon 10-5; Tue 10-8; Thu-Sun 10-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQq0-GEjZQNgeaDCpluqc-gv-65qbEcnlQ8tg&s,art,FALSE
yale-university-art-gallery-new-haven-us,Yale University Art Gallery,New Haven,Connecticut,United States,41.308400,-72.931000,"1111 Chapel St, New Haven, CT 06510",https://artgallery.yale.edu/,Tue-Wed 10-5; Thu 10-8; Fri-Sun 10-5,FALSE,https://media.licdn.com/dms/image/v2/C560BAQFDY5CYA2bn1w/company-logo_200_200/company-logo_200_200/0/1630667106992/yale_art_gallery_logo?e=2147483647&v=beta&t=1vm4kO6kiONu9uIkuoQ-zyD385LUViBnOIS9X9Xn5WU,art,TRUE
national-gallery-of-art-washington-us,National Gallery of Art,Washington,District of Columbia,United States,38.891300,-77.020000,"Constitution Ave. NW, Washington, DC 20565",https://www.nga.gov/,Mon-Sun 10-5,FALSE,https://media.licdn.com/dms/image/v2/C4E0BAQHGhpT4_u8bYw/company-logo_200_200/company-logo_200_200/0/1630618096582/national_gallery_of_art_logo?e=2147483647&v=beta&t=LaCvGqZnw_rsUFP4eW5ljkkXJpwFpOmKxukXgL-CCpQ,art,TRUE
national-museum-of-african-american-history-and-culture-washington-us,National Museum of African American History and Culture,Washington,District of Columbia,United States,38.891100,-77.032600,"1400 Constitution Ave. NW, Washington, DC 20560",https://nmaahc.si.edu/,Mon 12-5:30; Tue-Sun 10-5:30,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVzRxUaRb_1SS8lNgVMVI9_wyna3n_Fzg6tg&s,history,FALSE
national-museum-of-asian-art-washington-us,National Museum of Asian Art,Washington,District of Columbia,United States,38.888200,-77.027400,"1050 Independence Ave SW, Washington, DC 20004",http://asia.si.edu/,Mon-Sun 10-5:30,FALSE,https://upload.wikimedia.org/wikipedia/commons/1/13/NMAA_Logo.jpg,art,TRUE
smithsonians-national-air-and-space-museum-washington-us,Smithsonian's National Air and Space Museum,Washington,District of Columbia,United States,38.888200,-77.019800,"650 Jefferson Dr SW, Washington, DC 20004",https://airandspace.si.edu/,Mon-Sun 10-5:30,FALSE,https://media.licdn.com/dms/image/v2/C4E0BAQFkaggG6bN9Ew/company-logo_200_200/company-logo_200_200/0/1654870532172/smithsonian_institution_national_air_and_space_museum_logo?e=2147483647&v=beta&t=OCx5NHnhiaw4YewozxABLWvlx1HdmSIvMQiHYp6IIoY,science,TRUE
the-phillips-collection-washington-us,The Phillips Collection,Washington,District of Columbia,United States,38.911900,-77.047000,"1600 21st St NW, Washington, DC 20009",https://www.phillipscollection.org/,Tue-Sun 10-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSCE0En5k5S66lDd0uEYdefXYRhpwSOEMc1mg&s,art,TRUE
atlanta-history-center-atlanta-us,Atlanta History Center,Atlanta,Georgia,United States,33.829715,-84.394054,"130 W Paces Ferry Rd NW, Atlanta, GA 30305",http://www.atlantahistorycenter.com/,Tue-Sun 9-4,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2L5-SrEcD4SOsJ9VvuMq4a1uBNyluU1FNGA&s,history,FALSE
georgia-aquarium-atlanta-us,Georgia Aquarium,Atlanta,Georgia,United States,33.762137,-84.394228,"225 Baker St NW, Atlanta, GA 30313",https://www.georgiaaquarium.org/,Please see the official website,FALSE,https://yt3.googleusercontent.com/lNCIlhuRbZS3FefbwwmwptTHrqBWeXi0VEmYg6rd7-isV12pdeZEaAcMJL7hZ2kIQTD_JZPR_g=s900-c-k-c0x00ffffff-no-rj,nature,TRUE
world-of-coca-cola-atlanta-us,World of Coca-Cola,Atlanta,Georgia,United States,33.762600,-84.392400,"121 Baker St NW, Atlanta, GA 30313",https://www.worldofcoca-cola.com/,Mon-Thu 10-5; Fri-Sun 10-6,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwvgmkUsrVpBpoS1VDiVKE1AaMWYuUznc4bg&s,history,TRUE
honolulu-museum-of-art-honolulu-us,Honolulu Museum of Art,Honolulu,Hawaii,United States,21.303800,-157.848700,"900 S Beretania St., Honolulu, HI 96814",https://honolulumuseum.org/,Wed-Thu 10-6; Fri 10-9; Sat-Sun 10-6,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8EqjmImtYftW3VeC8BOy5J5czMr4WMsx0ag&s,art,FALSE
museum-of-fine-arts-boston-us,"Museum of Fine Arts, Boston",Boston,Massachusetts,United States,42.339400,-71.094000,"465 Huntington Ave, Boston, MA 02115",https://www.mfa.org/,Mon 10-5; Wed 10-5; Thu-Fri 10-10; Sat-Sun 10-5,FALSE,https://snowday-data-prod.nyc3.cdn.digitaloceanspaces.com/media/8e37a765e8eb91a977c5c6c05db8d879772dfb4e0491225b19fbb24fc15a6090.jpeg,art,TRUE
harvard-art-museums-cambridge-us,Harvard Art Museums,Cambridge,Massachusetts,United States,42.374100,-71.114400,"32 Quincy St, Cambridge, MA 02138",https://harvardartmuseums.org/,Tue-Fri 10-5,FALSE,https://www.harvardsquare.com/wp-content/uploads/2019/07/harvard-art-museums-logo.jpg,art,TRUE
minneapolis-institute-of-art-minneapolis-us,Minneapolis Institute of Art,Minneapolis,Minnesota,United States,44.958500,-93.273200,"2400 3rd Ave S, Minneapolis, MN 55404",https://new.artsmia.org/,Tue-Wed 10-5; Thu 10-9; Fri-Sun 10-5,FALSE,https://media.licdn.com/dms/image/v2/C4D0BAQFlbUxZMaPFBQ/company-logo_200_200/company-logo_200_200/0/1631313824580?e=2147483647&v=beta&t=hT2SOXLR5RsJqbLihyBiOqUMuOdoSphZfOQjnPQMVpE,art,FALSE
the-nelson-atkins-museum-of-art-kansas-city-us,The Nelson-Atkins Museum of Art,Kansas City,Missouri,United States,39.045000,-94.580900,"4525 Oak St, Kansas City, MO 64111",https://www.nelson-atkins.org/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,Mon 10-5; Thu-Fri 10-9; Sat-Sun 10-5,FALSE,https://media.licdn.com/dms/image/v2/D560BAQEV9QVYhwYYCQ/company-logo_200_200/company-logo_200_200/0/1719256408909/the_nelson_atkins_museum_of_art_logo?e=2147483647&v=beta&t=GQzTiWw3GowbQA5sR87jLKiI1xIK88eJSXGA6mFOWZQ,art,FALSE
arte-museum-las-vegas-us,Arte Museum Las Vegas,Las Vegas,Nevada,United States,36.108800,-115.174200,"3716 S Las Vegas Blvd 2nd Floor, Suite 208, Las Vegas, NV 89158",https://lasvegas.artemuseum.com/,Mon-Sun 10-10,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWa9EHYhWHKavgIsM1K_LcdPZwH4qbotbV1A&s,art,FALSE
princeton-university-art-museum-princeton-us,Princeton University Art Museum,Princeton,New Jersey,United States,40.347200,-74.658200,"45 Elm Dr, Princeton, NJ 08544",http://artmuseum.princeton.edu/,Mon-Wed 10-5; Thu-Fri 10-8; Sat 10-5; Sun 12-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzzcpYi0Ivtyxa9R-bi8Ff9AYLG5S7PCglvA&s,art,TRUE
brooklyn-museum-brooklyn-us,Brooklyn Museum,Brooklyn,New York,United States,40.671200,-73.963600,"200 Eastern Pkwy, Brooklyn, NY 11238",https://www.brooklynmuseum.org/,Wed-Sun11-6,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwy2W-me6Xi4WWL7NpcZStvPYzno8m67Viug&s,art,TRUE
american-museum-of-natural-history-new-york-city-us,American Museum of Natural History,New York City,New York,United States,40.781300,-73.974000,"200 Central Prk W, New York, NY 10024",https://www.amnh.org/,Mon-Sun 10-5:30,FALSE,https://shop.amnh.org/media/catalog/product/cache/d726921027d2ea46399348b390194f8e/a/m/amnh_oval_sticker.webp,science|history,TRUE
solomon-r-guggenheim-museum-new-york-city-us,Solomon R. Guggenheim Museum,New York City,New York,United States,40.783000,-73.959000,"1071 5th Ave, New York, NY 10128",https://www.guggenheim.org/,Mon-Sun 10-5:30,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBpI5Ws4_rjJewjXLKTXeJpFLsgke8_3iTBg&s,art,TRUE
the-frick-collection-new-york-city-us,The Frick Collection,New York City,New York,United States,40.771100,-73.967400,"1 E 70th St, New York, NY 10021",https://www.frick.org/,Mon 10-5:30; Wed-Sun 10_5:30,FALSE,https://dz71sejtwvu83.cloudfront.net/production/posts/company_logos/000/000/896/original/frick-collection-squarelogo-1447671162746.png,art,TRUE
the-metropolitan-museum-of-art-new-york-city-us,The Metropolitan Museum of Art,New York City,New York,United States,40.779400,-73.963200,"1000 5th Ave, New York, NY 10028",https://www.metmuseum.org/,Mon-Tue 10-5; Thu 10-5; Fri-Sat 10-9; Sun 10-5,FALSE,https://thedrawingfoundation.org/wp-content/uploads/2023/09/image8.png,art,TRUE
the-museum-of-modern-art-new-york-city-us,The Museum of Modern Art,New York City,New York,United States,40.761400,-73.977600,"11 W 53rd St, New York, NY 10019",https://www.moma.org/,Mon-Thu 10:30-5:30; Fri 10:30-8:30; Sat-Sun 10:30-5:30,FALSE,https://i.pinimg.com/736x/e3/93/ba/e393ba39cf05232663e05b002aba0cc9.jpg,art,TRUE
the-cleveland-museum-of-art-cleveland-us,The Cleveland Museum of Art,Cleveland,Ohio,United States,41.507900,-81.612000,"11150 East Blvd, Cleveland, OH 44106",https://www.clevelandart.org/,Tue 10-5; Wed 10-9; Thu 10-5; Fri 10-9; Sat-Sun 10-5,FALSE,https://www.northeastohioparent.com/wp-content/uploads/2014/02/CLE-Museum-Art-Logo.png,art,TRUE
lan-su-chinese-garden-portland-us,Lan Su Chinese Garden,Portland,Oregon,United States,45.517792,-122.667609,"239 NW Everett St, Portland, OR 97209",https://lansugarden.org/,Mon-Sun 10-4:30,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTeSTXjQ3E6r8O6ZlT89tfWHgp6bjhTUt9Cg&s,nature,FALSE
portland-art-museum-portland-us,Portland Art Museum,Portland,Oregon,United States,45.516200,-122.683400,"1219 SW Park Ave, Portland, OR 97205",https://portlandartmuseum.org/,Tue-Sun 10-5,FALSE,https://yt3.googleusercontent.com/ewDFNGXHLzAD-N91WLYnixeGgSdr2WFZdVok_palgy53wI77SC-LFTFU0SUqJbciZmVJOzse=s900-c-k-c0x00ffffff-no-rj,art,FALSE
penn-museum-philadelphia-us,Penn Museum,Philadelphia,Pennsylvania,United States,39.949200,-75.191400,"3260 South St, Philadelphia, PA 19104",http://www.penn.museum/,Tue-Sun 10-5,FALSE,https://pbs.twimg.com/profile_images/1190275586008264704/neqOd6dx_400x400.jpg,history,TRUE
carnegie-museum-of-art-pittsburgh-us,Carnegie Museum of Art,Pittsburgh,Pennsylvania,United States,40.443700,-79.949000,"4400 Forbes Ave, Pittsburgh, PA 15213",https://carnegieart.org/,Mon 10-5; Wed 10-5; Thu 10-8; Fri-Sun 10-5,FALSE,https://lh3.googleusercontent.com/ci/AL18g_QmgsSqnvYa1GM4mVSQNjDmUI4HUIqq21aAFoNEvOzFgavUoz2fNDznUefYg9AXwdKKLDsA,art,FALSE
dallas-museum-of-art-dallas-us,Dallas Museum of Art,Dallas,Texas,United States,32.787700,-96.801000,"1717 N Harwood St, Dallas, TX 75201",https://www.dma.org/,Wed-Sun 11-5,FALSE,https://yt3.googleusercontent.com/ytc/AIdro_kjdXk5YYkxNuY-EwHGUYVC_MoHTwZ9DS6VlJRBbgN_hA=s900-c-k-c0x00ffffff-no-rj,art,FALSE
the-museum-of-fine-arts-houston-us,"The Museum of Fine Arts, Houston",Houston,Texas,United States,29.725600,-95.390500,"1001 Bissonnet St, Houston, TX 77005",https://www.mfah.org/,Wed 11-5; Thu-Fri 11-9; Sat 11-6; Sun 12:30-6,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPfyuvRafvHRG7XDx1wzz6TXVlz7wHcvYfTA&s,art,TRUE
virginia-museum-of-fine-arts-richmond-us,Virginia Museum of Fine Arts,Richmond,Virginia,United States,37.556000,-77.474800,"200 N Arthur Ashe Blvd, Richmond, VA 23220",https://vmfa.museum/,Mon-Tue 10-5; Wed-Fri 10-9; Sat-Sun 10-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR33VIuGTSb7ynzXWEJqYq6csWPooeiBTUYQw&s,art,FALSE
bainbridge-island-museum-of-art-bainbridge-island-us,Bainbridge Island Museum of Art,Bainbridge Island,Washington,United States,47.625100,-122.514500,"550 Winslow Way E, Bainbridge Island, WA 98110",http://www.biartmuseum.org/,Mon-Sun 10-5,FALSE,https://bainbridgecurrents.com/wp-content/uploads/sites/bainbridgecurrents.com/images/2019/06/new-bima-logo.jpg,art,FALSE
bellevue-arts-museum-bellevue-us,Bellevue Arts Museum,Bellevue,Washington,United States,47.615400,-122.201200,"510 Bellevue Way NE, Bellevue, WA 98004",https://www.bellevuearts.org/,Wed-Sun 10-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvBDWoj7Ei7KUo8uPEos-Fty9UBc6RiXNwtg&s,art,FALSE
bellevue-botanical-garden-bellevue-us,Bellevue Botanical Garden,Bellevue,Washington,United States,47.609198,-122.181331,"12001 Main St, Bellevue, WA 98005",https://bellevuebotanical.org/,Mon-Sun 7:30-6:30,FALSE,https://bellevuebotanical.org/wp-content/uploads/2018/07/bbg-society-og.jpg,nature,FALSE
flying-heritage-and-combat-armor-museum-everett-us,Flying Heritage & Combat Armor Museum,Everett,Washington,United States,47.899400,-122.282800,"3407 109th St SW, Everett, WA 98204",https://flyingheritage.org/,Thu-Sat 10-4,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkEcsSC6K8Q-uZ22hd6DKLyOfJYoGPMI5asw&s,science,FALSE
pacific-bonsai-museum-federal-way-us,Pacific Bonsai Museum,Federal Way,Washington,United States,47.205774,-122.363206,"2515 South 336th St, Federal Way, WA 98003",http://www.pacificbonsaimuseum.org/,Tue-Sun 10-4,FALSE,https://s3.us-east-1.amazonaws.com/files.galaxydigital.com/4849/agency/81252.jpg?20230808192633,nature,FALSE
leavenworth-nutcracker-museum-leavenworth-us,Leavenworth Nutcracker Museum,Leavenworth,Washington,United States,47.502062,-121.188549,"735 Front St, Leavenworth, WA 98826",http://www.nutcrackermuseum.com/,Mon-Sat 11-5; Sun 11-4:30,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJwueZIi6hIgZK5tdpbJlewBYeeACHmSgrUw&s,art,FALSE
highline-seatac-botanical-garden-seatac-us,Highline SeaTac Botanical Garden,SeaTac,Washington,United States,47.479588,-122.306313,"13735 24th Ave S, SeaTac, WA 98168",http://www.highlinegarden.org/,Mon-Sun 6:30-8,FALSE,https://s3.us-east-1.amazonaws.com/files.galaxydigital.com/4849/agency/63012.jpg?20230808192618,nature,FALSE
chihuly-garden-and-glass-seattle-us,Chihuly Garden and Glass,Seattle,Washington,United States,47.620600,-122.350400,"305 Harrison St, Seattle, WA 98109",https://www.chihulygardenandglass.com/,Mon-Wed 11-5; Thu 11-5:30; Fri 10:30-6; Sat 10-6; Sun 10-5,FALSE,https://media.licdn.com/dms/image/v2/D4D0BAQEZ2i05QOKAXA/company-logo_200_200/B4DZjsIJ2QGsAU-/0/1756308217568/chihuly_garden_and_glass_logo?e=2147483647&v=beta&t=fJM9JYkjckrcZ67kKgeFA6KFdeo4IkUfPUNqDBJDzJY,art,TRUE
frye-art-museum-seattle-us,Frye Art Museum,Seattle,Washington,United States,47.607200,-122.324100,"704 Terry Ave, Seattle, WA 98104",https://fryemuseum.org/,Wed 10-5; Thu 10-8; Fri-Sun 10-5,FALSE,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBl5pIqChakKsLX2cot6daX85R4vxgvnrLGw&s,art,FALSE
